/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/ala_dih_cons_opt_test/orca/ALA_neutral_singlet.xyz/hf/def2svp/ALA_neutral_singlet.xyz.fc73ddcc-e3d8-11ef-8425-5379090b8daf.property.json,/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/ala_dih_cons_opt_test/orca/ALA_neutral_singlet.xyz/hf/631+gd/ALA_neutral_singlet.xyz.fc73ddd3-e3d8-11ef-8425-5379090b8daf.property.json,/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/ala_dih_cons_opt_test/orca/ALA_neutral_singlet.xyz/rimp2/def2svp/ALA_neutral_singlet.xyz.fc73ddcf-e3d8-11ef-8425-5379090b8daf.property.json,/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/ala_dih_cons_opt_test/orca/ALA_neutral_singlet.xyz/pbe0/def2svp/ALA_neutral_singlet.xyz.fc73ddd0-e3d8-11ef-8425-5379090b8daf.property.json,/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/ala_dih_cons_opt_test/orca/ALA_neutral_singlet.xyz/pbe0/631+gd/ALA_neutral_singlet.xyz.fc73ddd7-e3d8-11ef-8425-5379090b8daf.property.json,/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/ala_dih_cons_opt_test/orca/ALA_neutral_singlet.xyz/PBEh-3c/def2svp/ALA_neutral_singlet.xyz.fc73ddd1-e3d8-11ef-8425-5379090b8daf.property.json,/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/ala_dih_cons_opt_test/orca/ALA_neutral_singlet.xyz/PBEh-3c/631+gd/ALA_neutral_singlet.xyz.fc73ddd8-e3d8-11ef-8425-5379090b8daf.property.json,/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/ala_dih_cons_opt_test/orca/ALA_neutral_singlet.xyz/b2plyp/def2svp/ALA_neutral_singlet.xyz.4a06a7c2-e46a-11ef-8425-5379090b8daf.property.json
0.00003719285988879,0.00004447399617469,-5.987616480962e-6,-0.00002044269990126,-0.00004805428312399,0.00003959864129052,0.00003959864129052,-0.00005493989884393
0.0002063915253632,0.00008363036659143,-0.0000143875317939,-0.00001288804191066,-0.00004211723845568,0.00003423170360092,0.00003423170360092,-0.00003737129568003
0.00005101667894758,3.869002929591e-6,-2.615690539574e-6,-6.364041538393e-6,-0.00006282576851054,-0.00005751103516703,-0.00005751103516703,0.00002401425227847
-6.187344041564e-7,1.073181137734e-6,-2.493561929197e-6,0.00001009351466397,0.00002746434127451,0.00001109994525825,0.00001109994525825,9.268457614467e-6
-0.0000403390919459,-0.00002279010296302,-2.05156965986e-6,0.00001084267669614,0.0000194882384934,-0.00001941117131732,-0.00001941117131732,0.00001920515649088
-0.00004982183535152,-4.7337342437e-6,-5.84452599043e-7,7.779224855842e-6,0.0000334789468904,0.00001071115947663,0.00001071115947663,-2.283490053068e-6
-0.00002179378977285,-0.00001959294739784,3.416596872005e-6,0.00001127067877611,7.042547425284e-6,-0.00002667120700706,-0.00002667120700706,0.00002110453530423
-0.00006517981878984,-9.218702387237e-6,-6.119577925776e-6,-4.91344638151e-6,0.00001312892233962,3.471223886713e-6,3.471223886713e-6,-0.00001419098931087
-6.304717237171e-6,-7.565208249405e-6,-6.012157660877e-6,2.029421137806e-7,0.00001344235231102,0.00002480945779058,0.00002480945779058,-6.796740023712e-7
-0.00005748064231348,-4.151724520618e-6,-0.00003342515320367,0.00001019308997008,0.0001154142366925,-0.00007884419514764,-0.00007884419514764,-0.00001471717031443
0.00001599171410094,-0.00001455483591162,0.00002853397902501,0.00002843527171397,-0.00002979215067857,0.00004984188921727,0.00004984188921727,0.00002408255485057
-0.00001276123920313,-4.101727028027e-6,-1.331894802604e-6,-0.00001935888728981,-0.000058667508589,-7.656877476649e-8,-7.656877476649e-8,-0.00002200383246821
-0.00006286046528725,-0.00002220979275158,0.00001278443828374,0.00003283819176357,-0.00001923657761348,0.00002722687594187,0.00002722687594187,0.00001666059371477
-0.0001846999058481,-0.0001167440738525,0.00001229716307703,-0.00003720017948919,-0.00003716383435867,-0.00003661378376354,-0.00003661378376354,0.0000377435752807
0.00004548168666862,0.00002384806262667,0.00003141211050327,-8.438148957991e-6,0.00002481939455967,0.00006441026811526,0.00006441026811526,0.00003677871514741
0.00002391549809405,2.401838078647e-6,5.400028396335e-6,-6.741220430297e-6,0.00001695388198482,-0.00001486120598484,-0.00001486120598484,-7.154685523424e-6
0.00003124837738722,0.00002099711041015,2.010292160041e-6,-2.588587667551e-6,0.00002157646976489,0.00006060977362026,0.00006060977362026,-0.00001362407368897
-0.00001448384905789,3.034041304417e-6,-1.239227453074e-6,-4.588213761925e-6,9.287902790645e-6,1.783538371434e-6,1.783538371434e-6,-0.00001779586501757
0.00003924066798877,0.00003336127566289,-0.00001995799931495,0.00001008143738491,1.016114403632e-6,7.078089819057e-6,7.078089819057e-6,-3.548835723056e-6
0.00004862449603493,0.00003449816257683,-8.559816619472e-7,-0.00001579416828072,0.00004389025879067,1.744152002904e-6,1.744152002904e-6,0.00002091769258724
0.00002721480789725,0.00002287792639222,-1.416168488241e-6,6.624411559054e-6,-0.00007961361808171,0.00002263202063093,0.00002263202063093,5.613443645318e-6
0.00004608490763758,0.00009006052638316,0.0001024922814086,-0.00001824734435557,-7.907702909066e-6,-3.463931848368e-6,-3.463931848368e-6,-4.273880237146e-6
0.0007733904276179,0.0009770569468168,0.000953314196113,0.0009144256998644,0.0002022634794151,-0.0002483542346578,-0.0002483542346578,0.00005263560584726
-0.0008413217298324,-0.001102084960544,-0.001401417149643,-0.00091640542663,-0.00003823676000782,0.00006826335589344,0.00006826335589344,0.00003029252184495
